territorycode,netivcamt,standardized
South,434.6,-0.196106753
South,435,-0.195994409
South,436,-0.195713548
South,436.2,-0.195657376
South,436.36,-0.195612438
South,436.86,-0.195472007
South,436.88,-0.19546639
South,437.6,-0.19526417
South,438.6,-0.194983309
South,439,-0.194870965
South,439.17,-0.194823219
South,440.24,-0.194522698
South,440.32,-0.194500229
South,440.4,-0.19447776
South,441.2,-0.194253071
South,442,-0.194028382
South,442.7,-0.19383178
South,443.5,-0.193607091
South,444.8,-0.193241972
South,446,-0.192904939
South,446.5,-0.192764508
South,447.3,-0.19253982
South,447.4,-0.192511734
South,447.6,-0.192455561
South,448,-0.192343217
South,448.7,-0.192146614
South,449.2,-0.192006184
South,450,-0.191781495
South,450.6,-0.191612979
South,452.9,-0.190966999
South,453.6,-0.190770396
South,454.35,-0.19055975
South,454.7,-0.190461449
South,454.94,-0.190394042
South,457.6,-0.189646952
South,458.21,-0.189475627
South,459,-0.189253747
South,459.8,-0.189029058
South,459.81,-0.18902625
South,460,-0.188972886
South,460.8,-0.188748197
South,461.2,-0.188635853
South,461.4,-0.188579681
South,461.45,-0.188565638
South,462.15,-0.188369035
South,462.8,-0.188186476
South,462.85,-0.188172433
South,463.1,-0.188102217
South,463.2,-0.188074131
South,463.24,-0.188062897
South,464,-0.187849443
South,464.27,-0.18777361
South,464.42,-0.187731481
South,464.49,-0.187711821
South,464.81,-0.187621945
South,465.64,-0.187388831
South,465.65,-0.187386022
South,465.7,-0.187371979
South,466.45,-0.187161333
South,466.8,-0.187063032
South,468.06,-0.186709147
South,468.36,-0.186624889
South,470,-0.186164277
South,470.4,-0.186051933
South,471,-0.185883416
South,475.5,-0.184619542
South,475.62,-0.184585839
South,476,-0.184479112
South,476.74,-0.184271275
South,477.51,-0.184055012
South,477.6,-0.184029734
South,478,-0.18391739
South,478.5,-0.18377696
South,478.8,-0.183692701
South,480.48,-0.183220855
South,482.4,-0.182681602
South,482.91,-0.182538363
South,483.1,-0.182484999
South,483.72,-0.182310866
South,483.89,-0.182263119
South,484.38,-0.182125497
South,484.4,-0.18211988
South,484.5,-0.182091794
South,487.2,-0.18133347
South,487.7,-0.181193039
South,488,-0.181108781
South,488.25,-0.181038566
South,489.1,-0.180799834
South,490.35,-0.180448758
South,491,-0.180266198
South,491.16,-0.180221261
South,492,-0.179985337
South,492.68,-0.179794352
South,493.36,-0.179603367
South,493.56,-0.179547194
South,495,-0.179142755
South,495.4,-0.17903041
South,495.6,-0.178974238
South,498,-0.178300172
South,498.44,-0.178176593
South,498.88,-0.178053014
South,499.38,-0.177912584
South,499.7,-0.177822708
South,500,-0.17773845
South,500.5,-0.17759802
South,501.6,-0.177289073
South,502.8,-0.17695204
South,504.21,-0.176556026
South,504.4,-0.176502662
South,504.46,-0.176485811
South,505.18,-0.176283591
South,507.4,-0.175660079
South,508,-0.175491563
South,508.5,-0.175351132
South,509.2,-0.17515453
South,509.22,-0.175148913
South,509.6,-0.175042185
South,510,-0.174929841
South,510.6,-0.174761325
South,511,-0.17464898
South,511.8,-0.174424292
South,511.89,-0.174399014
South,512.6,-0.174199603
South,515.1,-0.173497451
South,515.7,-0.173328934
South,516.8,-0.173019987
South,517.8,-0.172739126
South,518,-0.172682954
South,518.08,-0.172660485
South,519.2,-0.172345921
South,522,-0.17155951
South,522.26,-0.171486487
South,523.5,-0.171138219
South,524.7,-0.170801186
South,525.8,-0.170492239
South,528,-0.169874345
South,528.6,-0.169705828
South,528.8,-0.169649656
South,530.96,-0.169042997
South,531.1,-0.169003676
South,531.65,-0.168849203
South,533.04,-0.168458806
South,533.1,-0.168441954
South,533.55,-0.168315567
South,534.8,-0.167964491
South,535.19,-0.167854955
South,535.36,-0.167807209
South,535.8,-0.16768363
South,535.92,-0.167649927
South,537.34,-0.167251104
South,537.8,-0.167121908
South,537.86,-0.167105056
South,538,-0.167065736
South,538.2,-0.167009564
South,541.62,-0.166049019
South,543,-0.165661431
South,543.6,-0.165492915
South,544,-0.165380571
South,545,-0.16509971
South,547.2,-0.164481816
South,547.76,-0.164324534
South,548.43,-0.164136357
South,548.9,-0.164004352
South,549.12,-0.163942563
South,550.09,-0.163670128
South,551.3,-0.163330286
South,552.18,-0.163083128
South,552.4,-0.163021339
South,552.5,-0.162993253
South,552.68,-0.162942698
South,553.6,-0.162684306
South,554.68,-0.162380976
South,555.3,-0.162206842
South,556,-0.16201024
South,556.52,-0.161864192
South,556.8,-0.161785551
South,558.12,-0.161414815
South,558.6,-0.161280001
South,559.2,-0.161111485
South,560.42,-0.160768835
South,560.6,-0.16071828
South,561.25,-0.16053572
South,561.4,-0.160493591
South,563.15,-0.160002084
South,564,-0.159763353
South,564.3,-0.159679094
South,564.6,-0.159594836
South,564.7,-0.15956675
South,564.74,-0.159555515
South,565.5,-0.159342061
South,568.04,-0.158628674
South,568.3,-0.158555651
South,569,-0.158359048
South,569.95,-0.15809223
South,570,-0.158078187
South,570.72,-0.157875967
South,572.4,-0.157404121
South,573.72,-0.157033385
South,574,-0.156954744
South,575.42,-0.156555921
South,575.8,-0.156449194
South,577.4,-0.155999816
South,577.6,-0.155943644
South,577.66,-0.155926793
South,578.35,-0.155732999
South,578.4,-0.155718956
South,579.3,-0.155466181
South,579.92,-0.155292047
South,580,-0.155269578
South,581.5,-0.154848287
South,582,-0.154707856
South,582.12,-0.154674153
South,582.4,-0.154595512
South,583.5,-0.154286565
South,584.4,-0.15403379
South,585,-0.153865274
South,585.8,-0.153640585
South,587.03,-0.153295126
South,588.9,-0.152769916
South,590.4,-0.152348625
South,591.45,-0.152053721
South,591.81,-0.151952611
South,592,-0.151899247
South,592.7,-0.151702645
South,593,-0.151618386
South,594,-0.151337526
South,594.63,-0.151160583
South,596.95,-0.150508986
South,597.46,-0.150365747
South,597.6,-0.150326426
South,597.78,-0.150275871
South,598,-0.150214082
South,600,-0.14965236
South,600.44,-0.149528781
South,600.7,-0.149455757
South,602.4,-0.148978294
South,602.78,-0.148871567
South,603,-0.148809777
South,603.05,-0.148795734
South,603.1,-0.148781691
South,603.2,-0.148753605
South,603.36,-0.148708667
South,603.7,-0.148613175
South,603.8,-0.148585089
South,604.2,-0.148472744
South,604.64,-0.148349166
South,605.2,-0.148191883
South,606,-0.147967195
South,606.2,-0.147911023
South,608,-0.147405473
South,608.5,-0.147265042
South,609.94,-0.146860603
South,610.4,-0.146731407
South,611.2,-0.146506718
South,611.75,-0.146352245
South,611.79,-0.14634101
South,612,-0.146282029
South,612.69,-0.146088235
South,613.3,-0.14591691
South,613.42,-0.145883207
South,613.9,-0.145748394
South,614.88,-0.14547315
South,616.2,-0.145102414
South,617.2,-0.144821553
South,618.15,-0.144554735
South,618.6,-0.144428347
South,619.31,-0.144228936
South,619.5,-0.144175573
South,619.68,-0.144125018
South,619.8,-0.144091314
South,620.39,-0.143925606
South,620.43,-0.143914372
South,620.6,-0.143866626
South,621.3,-0.143670023
South,621.36,-0.143653171
South,621.6,-0.143585765
South,622.22,-0.143411631
South,622.8,-0.143248732
South,623,-0.143192559
South,625.46,-0.142501642
South,626,-0.142349977
South,626.4,-0.142237632
South,626.8,-0.142125288
South,628,-0.141788255
South,629.05,-0.141493351
South,630.2,-0.141170361
South,630.8,-0.141001844
South,632.38,-0.140558084
South,632.8,-0.140440123
South,633.01,-0.140381142
South,633.3,-0.140299692
South,633.6,-0.140215434
South,634,-0.140103089
South,635,-0.139822229
South,635.94,-0.139558219
South,639,-0.138698785
South,640.1,-0.138389838
South,642,-0.137856202
South,642.18,-0.137805647
South,643,-0.137575341
South,643.21,-0.137516361
South,643.61,-0.137404016
South,644.3,-0.137210222
South,645.8,-0.136788931
South,646.44,-0.13660918
South,647.16,-0.13640696
South,649.2,-0.135834004
South,650.48,-0.135474502
South,651,-0.135328454
South,654,-0.134485871
South,654.8,-0.134261183
South,655.94,-0.133941001
South,656.16,-0.133879212
South,656.2,-0.133867977
South,659.15,-0.133039438
South,659.25,-0.133011352
South,660,-0.132800706
South,660.32,-0.132710831
South,661,-0.132519845
South,661.4,-0.132407501
South,662.5,-0.132098554
South,663.6,-0.131789607
South,664.24,-0.131609856
South,664.58,-0.131514363
South,669.6,-0.130104441
South,670.6,-0.129823581
South,672,-0.129430375
South,673.2,-0.129093342
South,673.65,-0.128966955
South,674.6,-0.128700137
South,675.2,-0.12853162
South,675.85,-0.128349061
South,677,-0.128026071
South,677.2,-0.127969899
South,677.8,-0.127801382
South,679,-0.127464349
South,679.8,-0.12723966
South,680.69,-0.126989694
South,680.93,-0.126922287
South,681.48,-0.126767814
South,682,-0.126621766
South,682.4,-0.126509422
South,684.4,-0.1259477
South,684.95,-0.125793227
South,686.6,-0.125329806
South,688.15,-0.124894472
South,689,-0.12465574
South,689.52,-0.124509692
South,690.4,-0.124262535
South,690.5,-0.124234449
South,690.9,-0.124122104
South,691.39,-0.123984482
South,692.8,-0.123588469
South,696,-0.122689714
South,696.6,-0.122521197
South,697.6,-0.122240336
South,698.6,-0.121959475
South,699.16,-0.121802193
South,699.92,-0.121588739
South,700.2,-0.121510098
South,703.6,-0.120555171
South,703.89,-0.120473721
South,704.8,-0.120218138
South,705.82,-0.11993166
South,708,-0.119319383
South,708.02,-0.119313766
South,708.4,-0.119207038
South,708.95,-0.119052565
South,709.44,-0.118914943
South,710.5,-0.118617231
South,711.3,-0.118392542
South,711.5,-0.11833637
South,712.8,-0.117971251
South,713.2,-0.117858906
South,713.25,-0.117844863
South,713.8,-0.11769039
South,714.8,-0.117409529
South,715.4,-0.117241012
South,715.75,-0.117142711
South,717.75,-0.116580989
South,717.92,-0.116533243
South,718.1,-0.116482688
South,719.25,-0.116159698
South,719.64,-0.116050162
South,719.9,-0.115977138
South,720.2,-0.11589288
South,720.65,-0.115766492
South,720.95,-0.115682234
South,721.8,-0.115443502
South,721.85,-0.115429459
South,722.05,-0.115373287
South,722.4,-0.115274986
South,723.56,-0.114949187
South,723.6,-0.114937953
South,725.04,-0.114533513
South,726.08,-0.114241418
South,726.1,-0.114235801
South,726.28,-0.114185246
South,727.72,-0.113780806
South,728.58,-0.113539266
South,728.86,-0.113460624
South,730,-0.113140443
South,731.76,-0.112646128
South,732.2,-0.112522549
South,735,-0.111736139
South,735.26,-0.111663115
South,736.7,-0.111258675
South,737.4,-0.111062072
South,739,-0.110612695
South,739.2,-0.110556523
South,739.68,-0.11042171
South,740,-0.110331834
South,740.3,-0.110247576
South,741,-0.110050973
South,745.6,-0.108759013
South,746,-0.108646669
South,748.3,-0.108000689
South,750,-0.107523225
South,753.8,-0.106455954
South,754,-0.106399781
South,754.2,-0.106343609
South,758.5,-0.105135907
South,758.55,-0.105121864
South,760,-0.104714616
South,761.6,-0.104265239
South,764,-0.103591172
South,764.86,-0.103349632
South,765.15,-0.103268182
South,766.8,-0.102804762
South,768.1,-0.102439643
South,768.4,-0.102355384
South,768.6,-0.102299212
South,770.4,-0.101793663
South,776.5,-0.100080411
South,777.5,-0.09979955
South,777.6,-0.099771464
South,778,-0.09965912
South,778.05,-0.099645077
South,778.72,-0.0994569
South,779.26,-0.099305235
South,780,-0.099097398
South,781.76,-0.098603083
South,782,-0.098535676
South,782.3,-0.098451418
South,782.6,-0.09836716
South,784,-0.097973954
South,784.95,-0.097707137
South,785.55,-0.09753862
South,785.9,-0.097440319
South,787.05,-0.097117329
South,787.8,-0.096906683
South,788.12,-0.096816808
South,790,-0.096288789
South,790.6,-0.096120272
South,790.89,-0.096038823
South,790.95,-0.096021971
South,791.5,-0.095867498
South,793.02,-0.095440589
South,793.4,-0.095333862
South,794.86,-0.094923805
South,795.24,-0.094817078
South,796.8,-0.094378935
South,798,-0.094041902
South,798.4,-0.093929557
South,800.8,-0.093255491
South,801.32,-0.093109444
South,803.45,-0.09251121
South,804.66,-0.092171368
South,804.8,-0.092132048
South,805.7,-0.091879273
South,806.45,-0.091668627
South,807.5,-0.091373723
South,812,-0.090109849
South,814,-0.089548127
South,814.47,-0.089416123
South,816,-0.088986406
South,816.92,-0.088728014
South,817.9,-0.08845277
South,818.3,-0.088340426
South,818.35,-0.088326382
South,820.2,-0.08780679
South,820.8,-0.087638273
South,822.4,-0.087188896
South,823.63,-0.086843437
South,824.3,-0.08665526
South,824.8,-0.08651483
South,824.98,-0.086464275
South,826.5,-0.086037366
South,826.8,-0.085953108
South,827.25,-0.08582672
South,828,-0.085616075
South,828.24,-0.085548668
South,828.5,-0.085475644
South,828.6,-0.085447558
South,829.6,-0.085166697
South,830,-0.085054353
South,830.5,-0.084913923
South,830.88,-0.084807195
South,830.9,-0.084801578
South,831.2,-0.08471732
South,834.26,-0.083857886
South,834.85,-0.083692178
South,835.44,-0.08352647
South,837.8,-0.082863638
South,838.03,-0.08279904
South,839.2,-0.082470433
South,839.6,-0.082358088
South,840.77,-0.082029481
South,840.8,-0.082021055
South,841.2,-0.081908711
South,841.55,-0.08181041
South,841.6,-0.081796367
South,844.4,-0.081009956
South,844.68,-0.080931315
South,845.44,-0.080717861
South,846.88,-0.080313421
South,849.6,-0.079549479
South,851.47,-0.079024269
South,852.14,-0.078836093
South,853.6,-0.078426036
South,856,-0.07775197
South,857.6,-0.077302592
South,859.5,-0.076768956
South,859.76,-0.076695933
South,859.8,-0.076684698
South,862.05,-0.076052761
South,862.6,-0.075898288
South,862.8,-0.075842115
South,863.8,-0.075561255
South,864.6,-0.075336566
South,866,-0.074943361
South,866.46,-0.074814165
South,866.49,-0.074805739
South,866.7,-0.074746758
South,867,-0.0746625
South,867.15,-0.074620371
South,868,-0.074381639
South,868.3,-0.074297381
South,869.03,-0.074092352
South,870.2,-0.073763745
South,870.72,-0.073617697
South,873.6,-0.072808818
South,875.2,-0.07235944
South,876.36,-0.072033642
South,877.36,-0.071752781
South,879.44,-0.07116859
South,881.78,-0.070511376
South,881.84,-0.070494524
South,883.5,-0.070028295
South,883.8,-0.069944037
South,884,-0.069887864
South,886.35,-0.069227841
South,886.5,-0.069185712
South,890.9,-0.067949924
South,891.6,-0.067753322
South,894.6,-0.066910739
South,895.2,-0.066742222
South,895.5,-0.066657964
South,896.5,-0.066377103
South,897.5,-0.066096242
South,898.12,-0.065922108
South,898.74,-0.065747975
South,898.87,-0.065711463
South,899.4,-0.065562607
South,900.5,-0.06525366
South,900.9,-0.065141315
South,903.67,-0.06436333
South,904.13,-0.064234134
South,904.49,-0.064133025
South,905.82,-0.06375948
South,906.8,-0.063484236
South,907.9,-0.063175289
South,908.5,-0.063006772
South,910.8,-0.062360792
South,911.8,-0.062079931
South,912,-0.062023759
South,912.46,-0.061894563
South,914,-0.061462037
South,915,-0.061181176
South,915.3,-0.061096918
South,915.6,-0.06101266
South,917.75,-0.060408809
South,918.45,-0.060212206
South,920.28,-0.059698231
South,926.75,-0.057881061
South,926.8,-0.057867018
South,926.89,-0.05784174
South,927,-0.057810846
South,927.3,-0.057726587
South,931.92,-0.05642901
South,933.15,-0.056083551
South,938.8,-0.054496687
South,940,-0.054159654
South,940.8,-0.053934965
South,945.4,-0.052643005
South,946,-0.052474489
South,946.25,-0.052404273
South,946.31,-0.052387422
South,946.77,-0.052258226
South,948.7,-0.051716164
South,948.8,-0.051688078
South,949.62,-0.051457772
South,949.96,-0.051362279
South,950,-0.051351045
South,951.2,-0.051014012
South,953,-0.050508462
South,954.08,-0.050205132
South,954.8,-0.050002913
South,955.76,-0.049733286
South,958.2,-0.049047986
South,960.8,-0.048317747
South,961.02,-0.048255958
South,962.95,-0.047713896
South,963.19,-0.04764649
South,963.7,-0.047503251
South,963.84,-0.04746393
South,964.6,-0.047250476
South,965,-0.047138131
South,965.16,-0.047093194
South,966.04,-0.046846036
South,966.7,-0.046660668
South,968.4,-0.046183204
South,970.2,-0.045677655
South,973,-0.044891244
South,974.95,-0.044343565
South,977.35,-0.043669499
South,977.5,-0.04362737
South,978.8,-0.043262251
South,978.9,-0.043234165
South,979.8,-0.04298139
South,982.1,-0.04233541
South,982.2,-0.042307324
South,982.6,-0.04219498
South,992.5,-0.039414457
South,994,-0.038993165
South,995,-0.038712304
South,996,-0.038431444
South,998.07,-0.037850061
South,998.1,-0.037841636
South,998.63,-0.037692779
South,999.7,-0.037392258
South,1000,-0.037308
South,1000.2,-0.037251828
South,1003,-0.036465417
South,1005.9,-0.035650921
South,1007.85,-0.035103242
South,1008.8,-0.034836424
South,1010,-0.034499391
South,1011.8,-0.033993841
South,1012.2,-0.033881497
South,1012.82,-0.033707363
South,1013,-0.033656808
South,1017.2,-0.032477192
South,1017.5,-0.032392934
South,1018.5,-0.032112073
South,1018.7,-0.032055901
South,1021.29,-0.031328471
South,1022.9,-0.030876285
South,1023.3,-0.030763941
South,1023.36,-0.030747089
South,1023.5,-0.030707769
South,1026.6,-0.0298371
South,1027.2,-0.029668583
South,1027.5,-0.029584325
South,1028.2,-0.029387723
South,1033,-0.02803959
South,1034.4,-0.027646385
South,1034.9,-0.027505955
South,1035,-0.027477868
South,1036,-0.027197008
South,1036.15,-0.027154878
South,1036.92,-0.026938615
South,1040.1,-0.026045478
South,1042.59,-0.025346134
South,1043.42,-0.02511302
South,1046,-0.024388399
South,1046.4,-0.024276054
South,1048,-0.023826677
South,1050,-0.023264955
South,1053.3,-0.022338114
South,1054.3,-0.022057253
South,1061.58,-0.020012586
South,1063,-0.019613763
South,1065.4,-0.018939697
South,1066.74,-0.018563343
South,1066.8,-0.018546492
South,1068.76,-0.017996004
South,1071.54,-0.017215211
South,1072,-0.017086015
South,1072.89,-0.016836049
South,1074.24,-0.016456887
South,1075.41,-0.016128279
South,1075.43,-0.016122662
South,1076,-0.015962572
South,1076.3,-0.015878313
South,1080.16,-0.01479419
South,1080.5,-0.014698697
South,1081,-0.014558267
South,1087.05,-0.012859059
South,1089.2,-0.012255208
South,1090.8,-0.01180583
South,1093.07,-0.011168276
South,1093.3,-0.011103678
South,1093.5,-0.011047506
South,1094,-0.010907075
South,1095.95,-0.010359397
South,1096.63,-0.010168411
South,1096.75,-0.010134708
South,1098.24,-0.009716225
South,1099,-0.009502771
South,1099.5,-0.00936234
South,1099.82,-0.009272465
South,1100.21,-0.009162929
South,1100.8,-0.008997221
South,1101.1,-0.008912963
South,1102.4,-0.008547844
South,1104.2,-0.008042294
South,1107.57,-0.007095793
South,1109,-0.006694162
South,1110.4,-0.006300957
South,1113.49,-0.005433096
South,1113.6,-0.005402202
South,1116.8,-0.004503447
South,1120,-0.003604692
South,1124,-0.002481248
South,1124.4,-0.002368904
South,1125.22,-0.002138598
South,1125.9,-0.001947613
South,1126,-0.001919526
South,1128,-0.001357805
South,1134.44,0.00045094
South,1136,0.000889083
South,1140,0.002012526
South,1140.93,0.002273727
South,1141,0.002293387
South,1142.5,0.002714678
South,1143.4,0.002967453
South,1148.69,0.004453207
South,1148.8,0.004484102
South,1149.46,0.00466947
South,1150.1,0.004849221
South,1150.55,0.004975609
South,1152.5,0.005523287
South,1154.66,0.006129947
South,1155.1,0.006253526
South,1155.3,0.006309698
South,1155.6,0.006393956
South,1156.6,0.006674817
South,1158,0.007068022
South,1158.47,0.007200027
South,1163.1,0.008500413
South,1163.99,0.008750379
South,1164.35,0.008851489
South,1165,0.009034049
South,1167.6,0.009764287
South,1169,0.010157492
South,1169.3,0.010241751
South,1169.85,0.010396224
South,1169.96,0.010427119
South,1171.35,0.010817515
South,1174.06,0.011578648
South,1174.25,0.011632012
South,1175.55,0.011997131
South,1177.5,0.01254481
South,1179.8,0.01319079
South,1180.06,0.013263814
South,1183.28,0.014168186
South,1183.82,0.014319851
South,1183.9,0.01434232
South,1184,0.014370406
South,1186.96,0.015201754
South,1189.8,0.015999399
South,1190.8,0.01628026
South,1191.6,0.016504949
South,1195.5,0.017600306
South,1197.6,0.018190114
South,1200.5,0.019004611
South,1200.7,0.019060783
South,1201.51,0.01928828
South,1201.8,0.01936973
South,1204.4,0.020099968
South,1204.41,0.020102777
South,1204.75,0.020198269
South,1205.1,0.020296571
South,1206,0.020549346
South,1209.42,0.02150989
South,1209.55,0.021546402
South,1210.4,0.021785134
South,1215.8,0.023301782
South,1216.32,0.02344783
South,1219.26,0.024273561
South,1222.2,0.025099292
South,1222.48,0.025177933
South,1223.5,0.025464411
South,1225.14,0.025925023
South,1225.8,0.026110391
South,1225.84,0.026121626
South,1227.4,0.026559769
South,1227.7,0.026644027
South,1235.6,0.028862828
South,1237.5,0.029396464
South,1240.2,0.030154788
South,1241.45,0.030505864
South,1247.8,0.032289331
South,1254.3,0.034114927
South,1256.4,0.034704735
South,1258.8,0.035378801
South,1260,0.035715834
South,1262.4,0.0363899
South,1263.78,0.036777488
South,1266.32,0.037490875
South,1269.7,0.038440185
South,1271,0.038805304
South,1273.92,0.039625418
South,1274.26,0.039720911
South,1275,0.039928748
South,1278.48,0.040906144
South,1286.98,0.043293461
South,1287,0.043299078
South,1287.25,0.043369294
South,1288.6,0.043748456
South,1290.3,0.044225919
South,1290.98,0.044416905
South,1297,0.046107687
South,1301.9,0.047483906
South,1302,0.047511992
South,1303.7,0.047989456
South,1305.9,0.04860735
South,1308.6,0.049365674
South,1312.4,0.050432945
South,1312.5,0.050461031
South,1314.96,0.051151949
South,1315.1,0.05119127
South,1315.3,0.051247442
South,1315.75,0.051373829
South,1316.1,0.051472131
South,1319,0.052286627
South,1320.84,0.052803411
South,1322.53,0.053278066
South,1323.5,0.053550501
South,1335.66,0.05696577
South,1339.2,0.057960017
South,1343.1,0.059055375
South,1345.4,0.059701355
South,1349.9,0.060965229
South,1352.4,0.061667381
South,1353,0.061835898
South,1355.96,0.062667246
South,1359.6,0.06368958
South,1363.75,0.064855153
South,1366.45,0.065613477
South,1366.55,0.065641563
South,1368.69,0.066242605
South,1368.8,0.0662735
South,1368.92,0.066307203
South,1369.82,0.066559978
South,1373.25,0.067523331
South,1374.15,0.067776106
South,1374.47,0.067865981
South,1375.8,0.068239526
South,1378,0.06885742
South,1379.2,0.069194454
South,1383.3,0.070345983
South,1384.28,0.070621227
South,1387.25,0.071455384
South,1391.06,0.072525464
South,1393,0.073070334
South,1394,0.073351195
South,1398.3,0.074558897
South,1401.75,0.075527867
South,1404.25,0.076230019
South,1407.78,0.077221458
South,1410,0.077844969
South,1410.57,0.07800506
South,1411.1,0.078153916
South,1412.4,0.078519035
South,1414.16,0.079013351
South,1414.98,0.079243657
South,1420.45,0.080779966
South,1421.6,0.081102956
South,1426.9,0.082591518
South,1428.1,0.082928552
South,1428.2,0.082956638
South,1429.05,0.083195369
South,1435.95,0.08513331
South,1440,0.086270796
South,1440.1,0.086298882
South,1442.4,0.086944862
South,1442.55,0.086986992
South,1444.92,0.087652632
South,1446.47,0.088087966
South,1451.5,0.089500697
South,1452,0.089641127
South,1457.3,0.09112969
South,1458.7,0.091522895
South,1466,0.09357318
South,1474.45,0.095946454
South,1477.7,0.096859252
South,1478.4,0.097055855
South,1488.5,0.09989255
South,1491.13,0.100631214
South,1493.45,0.101282811
South,1493.55,0.101310897
South,1495.2,0.101774318
South,1495.96,0.101987772
South,1499.69,0.103035383
South,1502.65,0.103866732
South,1514.6,0.107223019
South,1517,0.107897086
South,1517.94,0.108161095
South,1517.97,0.108169521
South,1519.07,0.108478468
South,1520.6,0.108908185
South,1523.2,0.109638423
South,1524.5,0.110003542
South,1524.9,0.110115887
South,1527.2,0.110761867
South,1527.9,0.110958469
South,1528,0.110986555
South,1529.81,0.111494914
South,1533.05,0.112404903
South,1533.34,0.112486353
South,1536.02,0.11323906
South,1536.52,0.11337949
South,1536.8,0.113458131
South,1538.2,0.113851337
South,1542.19,0.114971972
South,1548.88,0.116850931
South,1551.66,0.117631724
South,1554.25,0.118359154
South,1557.5,0.119271952
South,1559.2,0.119749416
South,1560.85,0.120212836
South,1563.56,0.120973969
South,1568.28,0.122299633
South,1571.25,0.123133789
South,1571.42,0.123181536
South,1573.49,0.123762918
South,1573.94,0.123889305
South,1574.8,0.124130846
South,1580.65,0.125773882
South,1581.24,0.12593959
South,1588.26,0.127911233
South,1588.92,0.128096602
South,1590.48,0.128534745
South,1598.1,0.130674905
South,1600.2,0.131264712
South,1600.7,0.131405143
South,1600.8,0.131433229
South,1601.4,0.131601746
South,1601.58,0.131652301
South,1615.1,0.13544954
South,1616.02,0.135707932
South,1617,0.135983176
South,1617.8,0.136207864
South,1618.4,0.136376381
South,1618.95,0.136530854
South,1623.3,0.137752599
South,1631.52,0.140061276
South,1634.95,0.141024629
South,1640,0.142442976
South,1643.32,0.143375435
South,1643.4,0.143397903
South,1643.9,0.143538334
South,1649,0.144970724
South,1651.1,0.145560532
South,1652.2,0.145869479
South,1654,0.146375029
South,1656.19,0.146990114
South,1660.3,0.148144453
South,1661.4,0.1484534
South,1662.94,0.148885925
South,1664,0.149183638
South,1668.78,0.150526153
South,1674.54,0.152143912
South,1676.68,0.152744954
South,1676.82,0.152784275
South,1684.02,0.154806473
South,1695.94,0.158154335
South,1697,0.158452048
South,1702,0.159856352
South,1705.7,0.160895537
South,1706.4,0.16109214
South,1707.7,0.161457259
South,1708.38,0.161648245
South,1713.71,0.163145233
South,1727.45,0.167004262
South,1739.4,0.17036055
South,1741.7,0.17100653
South,1744.08,0.171674979
South,1747.19,0.172548456
South,1747.2,0.172551265
South,1749.35,0.173155116
South,1760,0.176146284
South,1761,0.176427145
South,1761.09,0.176452423
South,1764.9,0.177522503
South,1783.2,0.182662257
South,1784.4,0.18299929
South,1784.5,0.183027376
South,1788,0.18401039
South,1802.7,0.188139045
South,1804.8,0.188728853
South,1806.6,0.189234402
South,1813.2,0.191088084
South,1816.44,0.191998074
South,1817,0.192155356
South,1817.46,0.192284552
South,1820.82,0.193228244
South,1824.6,0.194289899
South,1831.5,0.196227839
South,1834.2,0.196986163
South,1837.18,0.197823129
South,1839.6,0.198502812
South,1843.7,0.199654342
South,1852.2,0.202041659
South,1854.9,0.202799984
South,1859,0.203951514
South,1868.11,0.206510156
South,1868.8,0.20670395
South,1872.21,0.207661686
South,1874.35,0.208262728
South,1882.11,0.210442209
South,1884.6,0.211141553
South,1885.2,0.211310069
South,1893.65,0.213683344
South,1894.6,0.213950162
South,1895.34,0.214157999
South,1900.15,0.21550894
South,1900.69,0.215660604
South,1902,0.216028532
South,1902.13,0.216065044
South,1912.3,0.2189214
South,1912.79,0.219059021
South,1914.67,0.21958704
South,1918,0.220522307
South,1926,0.222769194
South,1929.4,0.223724121
South,1932.1,0.224482445
South,1936.11,0.225608698
South,1944,0.22782469
South,1945.21,0.228164532
South,1946,0.228386412
South,1951.4,0.229903061
South,1951.8,0.230015405
South,1952.44,0.230195156
South,1966.1,0.234031716
South,1967.82,0.234514797
South,1971.2,0.235464107
South,1972.2,0.235744967
South,1972.4,0.23580114
South,1975.11,0.236562273
South,1977.9,0.237345875
South,1981.1,0.238244629
South,1981.17,0.23826429
South,1984.56,0.239216408
South,1986,0.239620848
South,1990.8,0.24096898
South,1993.77,0.241803137
South,1996,0.242429457
South,1999.8,0.243496728
South,2013.03,0.247212518
South,2014.6,0.24765347
South,2016.6,0.248215191
South,2025.2,0.250630595
South,2030.28,0.252057369
South,2034.3,0.253186429
South,2034.5,0.253242602
South,2036.4,0.253776237
South,2040.6,0.254955853
South,2041.22,0.255129987
South,2046,0.256472502
South,2055.3,0.259084508
South,2059.24,0.2601911
South,2061.1,0.260713502
South,2071.7,0.263690627
South,2074.72,0.264538827
South,2079,0.265740912
South,2092.38,0.26949883
South,2095.6,0.270403203
South,2098.61,0.271248594
South,2107.7,0.273801619
South,2110,0.2744476
South,2111,0.27472846
South,2119.24,0.277042754
South,2123.92,0.278357183
South,2128.95,0.279769914
South,2130.8,0.280289506
South,2133.6,0.281075917
South,2137.6,0.28219936
South,2137.8,0.282255533
South,2140.23,0.282938025
South,2147.18,0.284890008
South,2150.05,0.285696079
South,2150.86,0.285923576
