territorycode,netivcamt,standardized
East,404.05,-0.204687054
East,404.28,-0.204622456
East,404.7,-0.204504494
East,404.8,-0.204476408
East,404.89,-0.20445113
East,405,-0.204420236
East,405.6,-0.204251719
East,406,-0.204139375
East,406.14,-0.204100054
East,406.4,-0.20402703
East,406.5,-0.203998944
East,406.56,-0.203982093
East,406.8,-0.203914686
East,407,-0.203858514
East,407.04,-0.203847279
East,407.2,-0.203802342
East,407.84,-0.203622591
East,407.96,-0.203588887
East,408,-0.203577653
East,408.36,-0.203476543
East,408.6,-0.203409136
East,408.67,-0.203389476
East,408.8,-0.203352964
East,408.9,-0.203324878
East,409,-0.203296792
East,409.02,-0.203291175
East,409.5,-0.203156362
East,409.7,-0.203100189
East,409.76,-0.203083338
East,409.86,-0.203055252
East,410,-0.203015931
East,410.2,-0.202959759
East,410.24,-0.202948525
East,410.36,-0.202914821
East,410.4,-0.202903587
East,410.92,-0.202757539
East,410.96,-0.202746305
East,411,-0.20273507
East,411.13,-0.202698558
East,411.15,-0.202692941
East,411.2,-0.202678898
East,411.31,-0.202648003
East,411.52,-0.202589023
East,411.76,-0.202521616
East,411.96,-0.202465444
East,412,-0.202454209
East,412.1,-0.202426123
East,412.3,-0.202369951
East,412.4,-0.202341865
East,412.5,-0.202313779
East,412.8,-0.202229521
East,413,-0.202173348
East,413.2,-0.202117176
East,413.28,-0.202094707
East,413.4,-0.202061004
East,413.6,-0.202004832
East,414,-0.201892488
East,414.3,-0.201808229
East,414.4,-0.201780143
East,414.72,-0.201690268
East,414.75,-0.201681842
East,414.8,-0.201667799
East,415.2,-0.201555454
East,415.36,-0.201510517
East,416,-0.201330766
East,416.2,-0.201274594
East,416.24,-0.201263359
East,416.3,-0.201246508
East,416.35,-0.201232464
East,416.4,-0.201218421
East,416.46,-0.20120157
East,416.55,-0.201176292
East,416.6,-0.201162249
East,416.77,-0.201114503
East,416.8,-0.201106077
East,416.82,-0.20110046
East,417,-0.201049905
East,417.22,-0.200988115
East,417.34,-0.200954412
East,417.6,-0.200881388
East,417.8,-0.200825216
East,418,-0.200769044
East,418.3,-0.200684786
East,418.34,-0.200673551
East,418.44,-0.200645465
East,418.8,-0.200544355
East,418.95,-0.200502226
East,419,-0.200488183
East,419.12,-0.20045448
East,419.4,-0.200375839
East,419.8,-0.200263494
East,420,-0.200207322
East,420.1,-0.200179236
East,420.2,-0.20015115
East,420.24,-0.200139916
East,420.32,-0.200117447
East,420.76,-0.199993868
East,420.88,-0.199960165
East,421,-0.199926461
East,421.2,-0.199870289
East,421.73,-0.199721433
East,421.8,-0.199701773
East,422,-0.1996456
East,422.17,-0.199597854
East,422.2,-0.199589428
East,422.4,-0.199533256
East,422.46,-0.199516404
East,422.5,-0.19950517
East,422.6,-0.199477084
East,422.8,-0.199420912
East,423,-0.199364739
East,423.36,-0.19926363
East,423.43,-0.199243969
East,423.59,-0.199199032
East,424,-0.199083879
East,424.2,-0.199027706
East,424.3,-0.19899962
East,424.32,-0.198994003
East,424.4,-0.198971534
East,424.6,-0.198915362
East,424.62,-0.198909745
East,424.74,-0.198876042
East,424.85,-0.198845147
East,425,-0.198803018
East,425.1,-0.198774932
East,425.28,-0.198724377
East,425.45,-0.19867663
East,425.59,-0.19863731
East,425.66,-0.198617649
East,425.77,-0.198586755
East,425.8,-0.198578329
East,426.1,-0.198494071
East,426.3,-0.198437899
East,426.4,-0.198409812
East,426.61,-0.198350832
East,426.72,-0.198319937
East,426.8,-0.198297468
East,426.92,-0.198263765
East,427.04,-0.198230061
East,427.2,-0.198185124
East,427.35,-0.198142995
East,427.8,-0.198016607
East,427.99,-0.197963244
East,428,-0.197960435
East,428.14,-0.197921114
East,428.4,-0.197848091
East,428.42,-0.197842473
East,428.5,-0.197820005
East,428.76,-0.197746981
East,428.84,-0.197724512
East,429,-0.197679574
East,429.06,-0.197662722
East,429.3,-0.197595316
East,429.44,-0.197555995
East,430.19,-0.19734535
East,430.8,-0.197174024
East,430.83,-0.197165599
East,431,-0.197117852
East,431.04,-0.197106618
East,431.1,-0.197089766
East,431.6,-0.196949336
East,431.7,-0.19692125
East,431.9,-0.196865077
East,432,-0.196836991
East,432.02,-0.196831374
East,432.1,-0.196808905
East,433.47,-0.196424126
East,433.5,-0.1964157
East,433.6,-0.196387614
East,433.62,-0.196381997
East,433.8,-0.196331442
East,434,-0.19627527
East,434.28,-0.196196629
East,434.35,-0.196176968
East,434.4,-0.196162925
East,434.6,-0.196106753
East,435,-0.195994409
East,435.1,-0.195966323
East,435.27,-0.195918576
East,435.3,-0.19591015
East,435.6,-0.195825892
East,436,-0.195713548
East,436.22,-0.195651758
East,436.48,-0.195578735
East,436.7,-0.195516945
East,436.8,-0.195488859
East,436.98,-0.195438304
East,437.4,-0.195320343
East,437.9,-0.195179912
East,437.94,-0.195168678
East,438,-0.195151826
East,438.03,-0.1951434
East,438.06,-0.195134974
East,438.4,-0.195039482
East,438.48,-0.195017013
East,438.57,-0.194991735
East,438.66,-0.194966458
East,438.7,-0.194955223
East,438.76,-0.194938372
East,438.81,-0.194924329
East,438.89,-0.19490186
East,439,-0.194870965
East,439.2,-0.194814793
East,439.6,-0.194702449
East,439.72,-0.194668745
East,439.8,-0.194646276
East,439.82,-0.194640659
East,439.9,-0.19461819
East,439.92,-0.194612573
East,440,-0.194590104
East,440.06,-0.194573253
East,440.1,-0.194562018
East,440.26,-0.19451708
East,440.4,-0.19447776
East,440.48,-0.194455291
East,440.6,-0.194421588
East,440.7,-0.194393502
East,440.88,-0.194342947
East,441.45,-0.194182856
East,441.6,-0.194140727
East,441.9,-0.194056468
East,442,-0.194028382
East,442.2,-0.19397221
East,442.3,-0.193944124
East,442.59,-0.193862674
East,443.1,-0.193719435
East,443.32,-0.193657646
East,443.76,-0.193534067
East,444,-0.193466661
East,444.18,-0.193416106
East,444.25,-0.193396445
East,444.4,-0.193354316
East,444.44,-0.193343082
East,444.51,-0.193323422
East,444.52,-0.193320613
East,444.6,-0.193298144
East,444.77,-0.193250398
East,445.3,-0.193101541
East,445.4,-0.193073455
East,445.6,-0.193017283
East,445.82,-0.192955494
East,445.92,-0.192927408
East,446,-0.192904939
East,446.08,-0.19288247
East,446.16,-0.192860001
East,446.24,-0.192837532
East,446.3,-0.19282068
East,446.4,-0.192792594
East,446.5,-0.192764508
East,446.97,-0.192632504
East,447,-0.192624078
East,447.2,-0.192567906
East,447.24,-0.192556671
East,447.3,-0.19253982
East,447.32,-0.192534202
East,447.4,-0.192511734
East,447.6,-0.192455561
East,447.94,-0.192360069
East,448,-0.192343217
East,448.04,-0.192331983
East,448.16,-0.192298279
East,448.2,-0.192287045
East,448.32,-0.192253341
East,448.8,-0.192118528
East,449,-0.192062356
East,449.1,-0.19203427
East,449.2,-0.192006184
East,449.48,-0.191927543
East,449.68,-0.191871371
East,449.82,-0.19183205
East,450,-0.191781495
East,450.04,-0.191770261
East,450.1,-0.191753409
East,450.12,-0.191747792
East,450.14,-0.191742175
East,450.2,-0.191725323
East,450.22,-0.191719706
East,450.54,-0.19162983
East,450.6,-0.191612979
East,450.69,-0.191587701
East,450.87,-0.191537146
East,451,-0.191500634
East,451.02,-0.191495017
East,451.2,-0.191444462
East,451.5,-0.191360204
East,451.8,-0.191275946
East,452,-0.191219773
East,452.4,-0.191107429
East,452.85,-0.190981042
East,452.89,-0.190969807
East,453,-0.190938912
East,453.08,-0.190916444
East,453.1,-0.190910826
East,453.22,-0.190877123
East,453.4,-0.190826568
East,453.6,-0.190770396
East,453.65,-0.190756353
East,453.82,-0.190708607
East,453.94,-0.190674903
East,454.3,-0.190573793
East,454.32,-0.190568176
East,454.6,-0.190489535
East,455,-0.190377191
East,455.2,-0.190321018
East,455.28,-0.19029855
East,455.4,-0.190264846
East,455.64,-0.19019744
East,456,-0.19009633
East,456.28,-0.190017689
East,456.4,-0.189983985
East,456.65,-0.18991377
East,456.83,-0.189863215
East,456.91,-0.189840746
East,456.96,-0.189826703
East,457.1,-0.189787383
East,457.45,-0.189689081
East,457.5,-0.189675038
East,457.58,-0.18965257
East,457.6,-0.189646952
East,457.8,-0.18959078
East,458.19,-0.189481244
East,458.2,-0.189478436
East,458.3,-0.18945035
East,458.36,-0.189433498
East,458.4,-0.189422264
East,458.7,-0.189338005
East,458.84,-0.189298685
East,459.36,-0.189152637
East,459.54,-0.189102082
East,459.6,-0.189085231
East,459.68,-0.189062762
East,459.7,-0.189057144
East,459.84,-0.189017824
East,459.98,-0.188978503
East,460,-0.188972886
East,460.12,-0.188939183
East,460.3,-0.188888628
East,460.4,-0.188860542
East,460.5,-0.188832456
East,460.83,-0.188739772
East,461,-0.188692025
East,461.1,-0.188663939
East,461.2,-0.188635853
East,461.36,-0.188590915
East,461.46,-0.188562829
East,461.5,-0.188551595
East,461.8,-0.188467337
East,462,-0.188411164
East,462.44,-0.188287586
East,462.48,-0.188276351
East,463.2,-0.188074131
East,463.5,-0.187989873
East,463.8,-0.187905615
East,463.9,-0.187877529
East,463.92,-0.187871911
East,464,-0.187849443
East,464.1,-0.187821356
East,464.13,-0.187812931
East,464.7,-0.18765284
East,464.8,-0.187624754
East,464.85,-0.187610711
East,465,-0.187568582
East,465.04,-0.187557347
East,465.5,-0.187428151
East,465.52,-0.187422534
East,465.6,-0.187400065
East,465.64,-0.187388831
East,465.8,-0.187343893
East,466,-0.187287721
East,466.4,-0.187175376
East,466.89,-0.187037755
East,467,-0.18700686
East,467.1,-0.186978774
East,467.2,-0.186950688
East,467.5,-0.186866429
East,467.6,-0.186838343
East,467.73,-0.186801831
East,468.14,-0.186686678
East,468.18,-0.186675444
East,468.3,-0.186641741
East,468.7,-0.186529396
East,468.8,-0.18650131
East,469.2,-0.186388966
East,469.4,-0.186332794
East,469.8,-0.186220449
East,469.81,-0.186217641
East,469.95,-0.18617832
East,470,-0.186164277
East,470.1,-0.186136191
East,470.3,-0.186080019
East,470.4,-0.186051933
East,470.46,-0.186035081
East,470.77,-0.185948014
East,470.8,-0.185939588
East,471,-0.185883416
East,471.45,-0.185757029
East,471.66,-0.185698048
East,471.9,-0.185630641
East,472,-0.185602555
East,472.05,-0.185588512
East,472.1,-0.185574469
East,472.36,-0.185501445
East,472.4,-0.185490211
East,473,-0.185321694
East,473.2,-0.185265522
East,473.26,-0.185248671
East,473.28,-0.185243053
East,473.4,-0.18520935
East,473.6,-0.185153178
East,473.62,-0.185147561
East,474,-0.185040834
East,474.1,-0.185012747
East,474.4,-0.184928489
East,474.65,-0.184858274
East,474.7,-0.184844231
East,474.81,-0.184813336
East,474.9,-0.184788059
East,475,-0.184759973
East,475.25,-0.184689757
East,475.4,-0.184647628
East,475.41,-0.18464482
East,475.5,-0.184619542
East,475.65,-0.184577413
East,476.02,-0.184473495
East,476.1,-0.184451026
East,476.16,-0.184434174
East,476.4,-0.184366767
East,476.6,-0.184310595
East,477,-0.184198251
East,477.27,-0.184122418
East,477.28,-0.18411961
East,478,-0.18391739
East,478.2,-0.183861218
East,478.4,-0.183805046
East,478.62,-0.183743256
East,478.82,-0.183687084
East,478.9,-0.183664615
East,478.99,-0.183639338
East,479.2,-0.183580357
East,479.44,-0.18351295
East,479.5,-0.183496099
East,479.6,-0.183468013
East,479.7,-0.183439926
East,480,-0.183355668
East,480.03,-0.183347242
East,480.14,-0.183316348
East,480.15,-0.183313539
East,480.2,-0.183299496
East,480.24,-0.183288262
East,480.3,-0.18327141
East,480.52,-0.18320962
East,481.11,-0.183043913
East,481.12,-0.183041104
East,481.5,-0.182934377
East,481.62,-0.182900673
East,482.2,-0.182737774
East,482.72,-0.182591727
East,483,-0.182513085
East,483.1,-0.182484999
East,483.6,-0.182344569
East,483.7,-0.182316483
East,483.84,-0.182277162
East,484,-0.182232225
East,484.4,-0.18211988
East,484.6,-0.182063708
East,484.94,-0.181968215
East,485.1,-0.181923278
East,485.35,-0.181853062
East,486.2,-0.181614331
East,486.34,-0.18157501
East,486.5,-0.181530072
East,486.72,-0.181468283
East,486.8,-0.181445814
East,487,-0.181389642
East,487.49,-0.18125202
East,487.5,-0.181249211
East,487.86,-0.181148101
East,487.92,-0.18113125
East,488,-0.181108781
East,488.4,-0.180996437
East,488.8,-0.180884092
East,489,-0.18082792
East,489.6,-0.180659404
East,490.5,-0.180406629
East,490.97,-0.180274624
East,491,-0.180266198
East,491.4,-0.180153854
East,491.53,-0.180117342
East,492,-0.179985337
East,492.12,-0.179951634
East,492.2,-0.179929165
East,492.43,-0.179864567
East,492.48,-0.179850524
East,492.5,-0.179844907
East,492.6,-0.179816821
East,492.8,-0.179760649
East,493.08,-0.179682008
East,493.4,-0.179592132
East,493.6,-0.17953596
East,493.76,-0.179491022
East,493.8,-0.179479788
East,494,-0.179423616
East,494.2,-0.179367443
East,494.58,-0.179260716
East,495,-0.179142755
East,495.11,-0.17911186
East,495.5,-0.179002324
East,495.52,-0.178996707
East,495.65,-0.178960195
East,495.72,-0.178940535
East,496,-0.178861894
East,496.2,-0.178805722
East,496.3,-0.178777635
East,496.44,-0.178738315
East,496.5,-0.178721463
East,496.6,-0.178693377
East,497.13,-0.178544521
East,497.16,-0.178536095
East,497.2,-0.178524861
East,497.22,-0.178519243
East,497.5,-0.178440602
East,497.85,-0.178342301
East,498,-0.178300172
East,498.36,-0.178199062
East,498.4,-0.178187828
East,498.9,-0.178047397
East,499,-0.178019311
East,499.14,-0.177979991
East,499.2,-0.177963139
East,499.24,-0.177951904
East,499.64,-0.17783956
East,499.75,-0.177808665
East,499.8,-0.177794622
East,499.9,-0.177766536
East,500,-0.17773845
East,500.1,-0.177710364
East,500.5,-0.17759802
East,500.55,-0.177583977
East,501.15,-0.17741546
East,501.2,-0.177401417
East,501.32,-0.177367714
East,502,-0.177176728
East,502.4,-0.177064384
East,502.57,-0.177016638
East,502.6,-0.177008212
East,502.8,-0.17695204
East,502.9,-0.176923954
East,503.1,-0.176867781
East,503.2,-0.176839695
East,503.5,-0.176755437
East,503.7,-0.176699265
East,504,-0.176615007
East,504.1,-0.17658692
East,504.2,-0.176558834
East,504.6,-0.17644649
East,504.72,-0.176412787
East,504.8,-0.176390318
East,505.22,-0.176272356
East,505.24,-0.176266739
East,505.45,-0.176207758
East,505.5,-0.176193715
East,505.51,-0.176190907
East,505.8,-0.176109457
East,505.89,-0.176084179
East,506.1,-0.176025199
East,506.4,-0.17594094
East,506.5,-0.175912854
East,506.6,-0.175884768
East,506.64,-0.175873534
East,507,-0.175772424
East,507.2,-0.175716252
East,507.4,-0.175660079
East,507.54,-0.175620759
East,507.61,-0.175601099
East,507.68,-0.175581438
East,508,-0.175491563
East,508.05,-0.17547752
East,508.2,-0.175435391
East,508.22,-0.175429774
East,508.4,-0.175379219
East,508.8,-0.175266874
East,508.85,-0.175252831
East,509,-0.175210702
East,509.34,-0.175115209
East,509.38,-0.175103975
East,509.4,-0.175098358
East,509.86,-0.174969162
East,510,-0.174929841
East,510.2,-0.174873669
East,510.4,-0.174817497
East,510.8,-0.174705152
East,511,-0.17464898
East,511.2,-0.174592808
East,511.39,-0.174539444
East,511.56,-0.174491698
East,512,-0.174368119
East,512.03,-0.174359694
East,513.06,-0.174070407
East,513.2,-0.174031086
East,513.6,-0.173918742
East,513.8,-0.17386257
East,514.6,-0.173637881
East,514.74,-0.17359856
East,514.8,-0.173581709
East,514.99,-0.173528345
East,515,-0.173525537
East,515.3,-0.173441278
East,515.46,-0.173396341
East,515.52,-0.173379489
East,515.6,-0.17335702
East,515.65,-0.173342977
East,515.7,-0.173328934
East,515.72,-0.173323317
East,516,-0.173244676
East,516.16,-0.173199738
East,516.6,-0.173076159
East,517,-0.172963815
East,517.1,-0.172935729
East,517.24,-0.172896408
East,517.8,-0.172739126
East,518,-0.172682954
East,518.18,-0.172632399
East,518.22,-0.172621165
East,518.6,-0.172514437
East,519.26,-0.172329069
East,519.3,-0.172317835
East,519.52,-0.172256045
East,519.6,-0.172233576
East,519.75,-0.172191447
East,520,-0.172121232
East,520.2,-0.17206506
East,520.6,-0.171952716
East,521.64,-0.17166062
East,521.7,-0.171643769
East,522,-0.17155951
East,522.5,-0.17141908
East,522.8,-0.171334822
East,522.96,-0.171289884
East,523.2,-0.171222477
East,523.3,-0.171194391
East,523.6,-0.171110133
East,524,-0.170997789
East,524.8,-0.1707731
East,525,-0.170716928
East,525.95,-0.17045011
East,526,-0.170436067
East,526.4,-0.170323722
East,526.86,-0.170194526
East,527,-0.170155206
East,527.18,-0.170104651
East,527.4,-0.170042861
East,527.5,-0.170014775
East,527.96,-0.169885579
East,528,-0.169874345
East,528.25,-0.16980413
East,528.68,-0.16968336
East,528.85,-0.169635613
East,529,-0.169593484
East,529.2,-0.169537312
East,529.25,-0.169523269
East,529.32,-0.169503609
East,529.92,-0.169335092
East,530,-0.169312623
East,530.1,-0.169284537
East,530.13,-0.169276111
East,530.4,-0.169200279
East,531.35,-0.168933461
East,531.5,-0.168891332
East,531.6,-0.168863246
East,531.92,-0.16877337
East,532,-0.168750901
East,532.1,-0.168722815
East,532.4,-0.168638557
East,532.44,-0.168627323
East,532.5,-0.168610471
East,532.56,-0.168593619
East,532.73,-0.168545873
East,532.8,-0.168526213
East,533,-0.16847004
East,533.16,-0.168425103
East,533.25,-0.168399825
East,533.55,-0.168315567
East,533.74,-0.168262203
East,534,-0.16818918
East,534.2,-0.168133007
East,534.25,-0.168118964
East,534.26,-0.168116156
East,534.6,-0.168020663
East,534.84,-0.167953256
East,534.9,-0.167936405
East,535,-0.167908319
East,535.6,-0.167739802
East,536,-0.167627458
East,536.1,-0.167599372
East,536.76,-0.167414003
East,536.82,-0.167397152
East,536.84,-0.167391535
East,537.08,-0.167324128
East,537.15,-0.167304468
East,537.42,-0.167228635
East,537.66,-0.167161229
East,538.34,-0.166970243
East,538.5,-0.166925305
East,538.6,-0.166897219
East,539,-0.166784875
East,539.7,-0.166588272
East,539.76,-0.166571421
East,540.1,-0.166475928
East,540.12,-0.166470311
East,540.2,-0.166447842
East,541.04,-0.166211919
East,541.2,-0.166166981
East,541.22,-0.166161364
East,541.24,-0.166155747
East,542,-0.165942292
East,542.4,-0.165829948
East,542.58,-0.165779393
East,542.96,-0.165672666
East,543.05,-0.165647388
East,543.5,-0.165521001
East,543.53,-0.165512575
East,543.6,-0.165492915
East,543.67,-0.165473255
East,543.7,-0.165464829
East,544,-0.165380571
East,544.02,-0.165374953
East,544.08,-0.165358102
East,544.38,-0.165273843
East,544.4,-0.165268226
East,544.5,-0.16524014
East,545.04,-0.165088475
East,545.2,-0.165043537
East,545.4,-0.164987365
East,546,-0.164818849
East,546.1,-0.164790763
East,546.8,-0.16459416
East,547.1,-0.164509902
East,547.4,-0.164425643
East,547.5,-0.164397557
East,547.7,-0.164341385
East,547.8,-0.164313299
East,548.89,-0.164007161
East,549,-0.163976266
East,549.2,-0.163920094
East,549.5,-0.163835836
East,550,-0.163695405
East,550.4,-0.163583061
East,550.56,-0.163538123
East,550.64,-0.163515654
East,550.8,-0.163470716
East,550.85,-0.163456673
East,551,-0.163414544
East,551.4,-0.1633022
East,552,-0.163133683
East,552.12,-0.16309998
East,552.2,-0.163077511
East,552.3,-0.163049425
East,552.8,-0.162908995
East,552.91,-0.1628781
East,553,-0.162852822
East,553.14,-0.162813502
East,553.2,-0.16279665
East,553.42,-0.162734861
East,553.8,-0.162628134
East,554.12,-0.162538258
East,554.32,-0.162482086
East,554.4,-0.162459617
East,554.45,-0.162445574
East,554.56,-0.162414679
East,555,-0.162291101
East,555.4,-0.162178756
East,555.9,-0.162038326
East,555.96,-0.162021474
East,556.75,-0.161799594
East,557.54,-0.161577714
East,558.12,-0.161414815
East,558.18,-0.161397963
East,558.2,-0.161392346
East,558.82,-0.161218212
East,558.95,-0.1611817
East,559.2,-0.161111485
East,559.74,-0.16095982
East,560,-0.160886796
East,560.4,-0.160774452
East,560.52,-0.160740748
East,560.64,-0.160707045
East,560.8,-0.160662107
East,561,-0.160605935
East,561.1,-0.160577849
East,561.5,-0.160465505
East,561.6,-0.160437419
East,561.66,-0.160420567
East,561.75,-0.16039529
East,562.43,-0.160204304
East,562.62,-0.160150941
East,562.7,-0.160128472
East,562.95,-0.160058256
East,563.35,-0.159945912
East,563.41,-0.15992906
East,563.64,-0.159864462
East,563.88,-0.159797056
East,564,-0.159763353
East,564.05,-0.159749309
East,564.12,-0.159729649
East,564.8,-0.159538664
East,564.9,-0.159510578
East,565,-0.159482492
East,565.1,-0.159454406
East,565.2,-0.159426319
East,565.49,-0.15934487
East,565.5,-0.159342061
East,565.8,-0.159257803
East,566.04,-0.159190396
East,566.12,-0.159167927
East,566.15,-0.159159502
East,566.29,-0.159120181
East,566.4,-0.159089286
East,566.8,-0.158976942
East,566.82,-0.158971325
East,567,-0.15892077
East,567.6,-0.158752253
East,567.9,-0.158667995
East,568.06,-0.158623057
East,568.4,-0.158527565
East,568.8,-0.15841522
East,569,-0.158359048
East,569.5,-0.158218618
East,569.69,-0.158165254
East,569.8,-0.158134359
East,570,-0.158078187
East,570.2,-0.158022015
East,570.34,-0.157982694
East,571.17,-0.15774958
East,571.29,-0.157715877
East,571.3,-0.157713068
East,571.4,-0.157684982
East,571.5,-0.157656896
East,571.56,-0.157640044
East,571.7,-0.157600724
East,571.8,-0.157572637
East,572,-0.157516465
East,572.38,-0.157409738
East,572.44,-0.157392887
East,572.66,-0.157331097
East,572.8,-0.157291777
East,572.81,-0.157288968
East,573,-0.157235604
East,573.6,-0.157067088
East,573.75,-0.157024959
East,573.76,-0.15702215
East,573.9,-0.15698283
East,574.46,-0.156825547
East,574.5,-0.156814313
East,574.8,-0.156730055
East,575.2,-0.15661771
East,575.56,-0.156516601
East,575.65,-0.156491323
East,576.5,-0.156252591
East,576.57,-0.156232931
East,577.08,-0.156089692
East,577.19,-0.156058797
East,577.4,-0.155999816
East,577.5,-0.15597173
East,577.53,-0.155963305
East,578.4,-0.155718956
East,578.7,-0.155634697
East,578.71,-0.155631889
East,578.8,-0.155606611
East,579,-0.155550439
East,579.2,-0.155494267
East,579.26,-0.155477415
East,579.3,-0.155466181
East,579.6,-0.155381922
East,580,-0.155269578
East,580.24,-0.155202171
East,580.35,-0.155171277
East,580.5,-0.155129148
East,581.08,-0.154966248
East,581.53,-0.154839861
East,581.6,-0.154820201
East,582,-0.154707856
East,582.7,-0.154511254
East,582.8,-0.154483168
East,582.82,-0.15447755
East,582.9,-0.154455081
East,583.05,-0.154412952
East,583.2,-0.154370823
East,583.6,-0.154258479
East,583.7,-0.154230393
East,583.72,-0.154224776
East,584,-0.154146135
East,584.08,-0.154123666
East,584.1,-0.154118048
East,584.2,-0.154089962
East,584.25,-0.154075919
East,584.32,-0.154056259
East,584.4,-0.15403379
East,585,-0.153865274
East,585.14,-0.153825953
East,585.45,-0.153738886
East,585.86,-0.153623733
East,586,-0.153584413
East,586.8,-0.153359724
East,587.5,-0.153163121
East,587.52,-0.153157504
East,587.6,-0.153135035
East,587.8,-0.153078863
East,588,-0.153022691
East,588.24,-0.152955284
East,588.31,-0.152935624
East,588.47,-0.152890686
East,588.9,-0.152769916
East,589,-0.15274183
East,589.2,-0.152685658
East,589.56,-0.152584548
East,589.6,-0.152573313
East,590.49,-0.152323347
East,590.5,-0.152320539
East,590.68,-0.152269984
East,591.97,-0.151907673
East,592.13,-0.151862735
East,592.21,-0.151840267
East,592.22,-0.151837458
East,592.32,-0.151809372
East,593,-0.151618386
East,593.2,-0.151562214
East,593.28,-0.151539745
East,593.42,-0.151500425
East,593.46,-0.15148919
East,593.81,-0.151390889
East,594,-0.151337526
East,594.72,-0.151135306
East,594.8,-0.151112837
East,594.94,-0.151073516
East,595,-0.151056665
East,595.2,-0.151000492
East,595.4,-0.15094432
East,595.5,-0.150916234
East,595.8,-0.150831976
East,596,-0.150775804
East,596.4,-0.150663459
East,596.56,-0.150618522
East,597,-0.150494943
East,597.3,-0.150410685
East,597.9,-0.150242168
East,597.92,-0.150236551
East,598.2,-0.15015791
East,598.24,-0.150146675
East,598.36,-0.150112972
East,598.5,-0.150073651
East,598.55,-0.150059608
East,598.65,-0.150031522
East,598.7,-0.150017479
East,599.09,-0.149907944
East,599.5,-0.149792791
East,599.74,-0.149725384
East,599.9,-0.149680446
East,600,-0.14965236
East,600.8,-0.149427671
East,600.9,-0.149399585
East,601.24,-0.149304093
East,601.27,-0.149295667
East,601.4,-0.149259155
East,601.78,-0.149152428
East,602,-0.149090638
East,602.25,-0.149020423
East,602.4,-0.148978294
East,602.8,-0.14886595
East,604,-0.148528917
East,604.77,-0.148312654
East,605,-0.148248056
East,605.2,-0.148191883
East,605.9,-0.147995281
East,606.32,-0.147877319
East,606.6,-0.147798678
East,606.8,-0.147742506
East,607.6,-0.147517817
East,607.83,-0.147453219
East,607.94,-0.147422325
East,608,-0.147405473
East,608.4,-0.147293129
East,608.9,-0.147152698
East,609,-0.147124612
East,609.4,-0.147012268
East,609.5,-0.146984182
East,609.6,-0.146956095
East,610,-0.146843751
East,610.24,-0.146776344
East,610.31,-0.146756684
East,610.79,-0.146621871
East,611.2,-0.146506718
East,611.38,-0.146456163
East,612,-0.146282029
East,612.2,-0.146225857
East,612.5,-0.146141599
East,612.54,-0.146130364
East,613.07,-0.145981508
East,613.4,-0.145888824
East,613.42,-0.145883207
East,613.5,-0.145860738
East,613.92,-0.145742776
East,614.4,-0.145607963
East,614.8,-0.145495619
East,615,-0.145439447
East,615.09,-0.145414169
East,615.12,-0.145405743
East,616,-0.145158586
East,616.12,-0.145124882
East,616.2,-0.145102414
East,616.4,-0.145046241
East,616.7,-0.144961983
East,617,-0.144877725
East,617.4,-0.14476538
East,617.5,-0.144737294
East,617.75,-0.144667079
East,618,-0.144596864
East,618.31,-0.144509797
East,618.6,-0.144428347
East,618.72,-0.144394644
East,618.8,-0.144372175
East,619.48,-0.14418119
East,619.8,-0.144091314
East,620.3,-0.143950884
East,620.4,-0.143922798
East,621.5,-0.143613851
East,621.6,-0.143585765
East,621.9,-0.143501506
East,621.95,-0.143487463
East,622,-0.14347342
East,622.02,-0.143467803
East,622.1,-0.143445334
East,622.2,-0.143417248
East,622.71,-0.143274009
East,622.8,-0.143248732
East,622.92,-0.143215028
East,623.26,-0.143119536
East,623.72,-0.14299034
East,623.96,-0.142922933
East,624.5,-0.142771268
East,624.76,-0.142698244
East,624.8,-0.14268701
East,624.9,-0.142658924
East,624.96,-0.142642072
East,625,-0.142630838
East,625.3,-0.142546579
East,625.5,-0.142490407
East,625.83,-0.142397723
East,626,-0.142349977
East,626.72,-0.142147757
East,627.2,-0.142012944
East,627.8,-0.141844427
East,628,-0.141788255
East,628.2,-0.141732083
East,628.32,-0.141698379
East,628.6,-0.141619738
East,628.62,-0.141614121
East,628.79,-0.141566375
East,629.1,-0.141479308
East,629.2,-0.141451222
East,630,-0.141226533
East,630.5,-0.141086103
East,630.8,-0.141001844
East,631,-0.140945672
East,631.32,-0.140855797
East,631.5,-0.140805242
East,631.75,-0.140735027
East,632.15,-0.140622682
East,632.2,-0.140608639
East,632.4,-0.140552467
East,632.6,-0.140496295
East,633,-0.14038395
East,633.3,-0.140299692
East,633.35,-0.140285649
East,633.93,-0.14012275
East,634,-0.140103089
East,634.1,-0.140075003
East,634.2,-0.140046917
East,634.8,-0.139878401
East,634.9,-0.139850315
East,635,-0.139822229
East,635.11,-0.139791334
East,635.16,-0.139777291
East,635.5,-0.139681798
East,635.54,-0.139670564
East,635.58,-0.139659329
East,635.9,-0.139569454
East,635.91,-0.139566645
East,635.94,-0.139558219
East,635.96,-0.139552602
East,636,-0.139541368
East,636.28,-0.139462727
East,637,-0.139260507
East,637.12,-0.139226803
East,637.68,-0.139069521
East,637.7,-0.139063904
East,638,-0.138979646
East,638.28,-0.138901005
East,638.5,-0.138839215
East,638.52,-0.138833598
